original_language,original_title,overview,popularity,release_date,vote_average,vote_count,movie,year,status
en,The Cat and the Canary,"Ten years after the death of millionaire Cyrus Norman, his will is to be read out to his six relatives, including Joyce Norman and Wally Campbell. Organized by Norman's lawyer, Crosby, the six meet at Norman's eerie New Orleans Gothic mansion. During the reading, the superstitious housekeeper declares that someone will be dead by midnight. Wally fears for Joyce when she is declared the sole inheritor, but all are alarmed when Crosby turns up dead.",3.759,1939-10-27,7.0,53.0,The Cat and the Canary,1939,remake
,,,,,,,The Cat and the Canary,1979,remake
en,Cat People,"After years of separation, Irena and her minister brother, Paul, reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irena is drawn to the cat -- and the zoo curator is drawn to her. Soon, Irena's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats.",11.173,1982-04-02,6.049,426.0,Cat People,1982,remake
en,The Champ,"Billy used to be a great boxer, but he's settled into a hardscrabble life that revolves around drinking, training horses, and the one bright spot in his existence — his young son, T.J. Although Billy has had custody of T.J. since his wife, Annie, left the family years ago, her return prompts a new struggle for the former fighter. Determined to hold on to his son, Billy gets back into the ring to try and recapture his past success.",9.157,1979-07-10,6.979,169.0,The Champ,1979,remake
en,The Clown,"Once a famous Ziegfeld star, Dodo Delwyn, is reduced to playing clowns in burlesque and amusement parks as a result of his drinking. His son Little Dink idolizes Dodo and faithfully believes in a comeback. He persuades ""Uncle"" Goldie, Dodo's agent in the good old days, to find a booking for Dodo. He can't, and Dink is sent to live with his remarried-and-wealthy mother, Paula. The unhappy Dink runs back to his father. His welcome return gives Dodo the courage needed to try a knockabout TV show offered by Goldie",0.858,1953-01-16,5.4,6.0,The Clown,1953,remake
en,The Truth About Charlie,"Regina meets charming Joshua while vacationing in Martinique, as she contemplates ending her whirlwind marriage to enigmatic Charlie. Upon her return to Paris, she finds that both her apartment and her bank account have been emptied, and her husband has been murdered. The more Reggie learns, the more she realizes the scope of the puzzle which she must solve to protect herself from ever-increasing danger.",8.539,2002-10-25,4.879,147.0,The Truth About Charlie,2002,remake
en,Charlotte's Web,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",21.404,2006-12-07,6.207,1244.0,Charlotte's Web,2006,remake
en,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",18.417,2003-12-24,6.277,2537.0,Cheaper by the Dozen,2003,remake
en,Cheaper by the Dozen,"This remake of the beloved classic follows the raucous exploits of a blended family of 12, the Bakers, as they navigate a hectic home life while simultaneously managing their family business.",31.104,2022-03-18,6.56,209.0,Cheaper by the Dozen,2022,remake
en,Chicken Little,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",30.815,2005-11-04,5.881,3516.0,Chicken Little,2005,remake
en,Child's Play,"Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.",17.919,2019-06-19,6.0,1700.0,Child's Play,2019,remake
ta,எல்லாம் அவன் செயல்,"A lawyer, who defends criminals, wages vigilante justice against them in private. The movie deals with the murder of a girl who was ragged and brutally murdered by her classmates. The lawyer, through his own investigation arrives at the fact that she was brutally raped by college authorities and framed the students as culprits.",2.719,2008-11-28,7.0,1.0,Ellam Avan Seyal,2008,remake
te,Sri Mahalakshmi,Sri Mahalakshmi is a 2007 Telugu thriller film.,0.911,2007-05-04,0.0,0.0,Sri Mahalakshmi,2007,remake
en,Christmas Eve,"Story of a well-to-do elderly woman, who befriends the homeless and volunteers her time with children, who learns she has an incurable illness and wants desperately to reunite her three grown grand children (who are scattered across the U.S. living their own lives), with their estranged father, her son. She hires a private detective to search for them so as to try to get everyone together on Christmas Eve.",0.744,1986-12-24,7.7,3.0,Christmas Eve,1986,remake
en,Christmas in Connecticut,"Elizabeth is the star of a successful cooking show and author of several cookbooks. But when her manager, Alexander sees forest ranger Jefferson, who lost his cabin in a fire, comment on TV about wishing he could get a home-cooked Christmas dinner, he arranges for a special live show on Christmas, for Elizabeth to cook him Christmas Dinner. Only Elizabeth can't cook, and trying to keep Jefferson and the viewing public from finding out on a live show may be a little difficult.",2.07,1992-04-13,4.3,19.0,Christmas in Connecticut,1992,remake
en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",57.044,2015-03-12,6.8,6551.0,Cinderella,2015,remake
en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",53.501,2010-03-31,5.9,5735.0,Clash of the Titans,2010,remake
te,Classmates,"College classmates meet for a 10-year reunion, which does not go as smoothly as planned. Love is discovered, friendships are broken and secrets about tragic events in the past are revealed.",0.6,2007-04-20,0.0,0.0,Classmates,2007,remake
en,Fathers' Day,"Smart aleck lawyer, Jack Lawrence is one day visited by an ex-girlfriend who tells him her child is his. Enter Dale Putley. A depressed goofball who is also a writer, Dale meets with the same ex-girlfriend who also tells him her child is his. One day Jack and Dale meet and discover they've been told the same story—and there is now a question of who the real father is. They learn their son is following a rock band around Sacramento, so Jack and Dale must use teamwork to find him—and then find out which one of them is the real father.",8.447,1997-05-09,5.5,243.0,Fathers' Day,1997,remake
en,The Computer Wore Tennis Shoes,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..",8.216,1969-12-29,6.176,108.0,The Computer Wore Tennis Shoes,1995,remake
,,,,,,,Memoirs of a Murderer aka 22-nenme no kokuhaku: Watashi ga satsujinhan desu,2017,remake
en,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",80.44,2021-04-22,7.675,4407.0,Wrath of Man,2021,remake
en,The 13th Letter,"When Dr. Pearson comes to a quiet Quebec town to set up his medical practice, he attracts the notice of Cora, whose husband, Paul, is the town's other doctor, and Denise, eldest daughter of the family in whose house he lodges. When an unknown person begins writing letters attacking Dr. Pearson and Cora for having an affair, a complex web of rumors, lies and accusations begins to ensnare nearly everyone in town.",1.795,1951-02-21,5.6,9.0,The 13th Letter,1951,remake
en,Cousins,"Two couples go to a mutual friends wedding, and end up swapping partners.",7.224,1989-02-10,6.0,47.0,Cousins,1989,remake
en,The Crazies,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,15.913,2010-02-26,6.228,1799.0,The Crazies,2010,remake
en,The Underneath,"Michael Chambers has come home to Austin, Texas to his mother who's starting a new life, to his brother whose driven by old jealousies, and to Rachel—the woman he married and then betrayed with his passion for gambling. Now she's together with Tommy, so Michael devises a plan to get Rachel out from under Tommy's control.",7.212,1995-04-28,5.815,62.0,The Underneath,1995,remake
en,Oonche Log,"After Thakur Vikram Singh's driver kills a woman in an accident, he decides to adopt her son. Few years later, after the Thakur's death, his sons realise that he may have been murdered.",0.6,1985-11-08,0.0,0.0,Oonche Log,1985,remake
